algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max,repair_selective_iters_mean,repair_alpha_mean,repair_alpha_min,repair_global_used_fraction,repair_global_scale_mean,repair_worst_excess_mean,recovery_safe_fraction_mean,recovery_eta_mean,recovery_eta_min,recovery_global_rescue_fraction,recovery_global_scale_mean,recovery_worst_excess_mean
risk_neutral_pgd,1,8.151678085327148,25692.947265625,102557.7265625,0.0,,,,,,,,,,,,,,
risk_neutral_pgd,2,20.75324058532715,17753.25390625,70889.3984375,0.0,,,,,,,,,,,,,,
risk_neutral_pgd,3,12.575884819030762,5952.74609375,23751.369140625,0.0,,,,,,,,,,,,,,
risk_neutral_pgd,4,13.737988471984863,4829.55615234375,19273.16796875,0.0,,,,,,,,,,,,,,
wideband_pgd,1,-2737.767333984375,58.405670166015625,233.6226806640625,1.3245476715439963e-08,,,,,,,,,,,,,,
wideband_pgd,2,-46113.70703125,981.4463500976562,3925.785400390625,0.0,,,,,,,,,,,,,,
wideband_pgd,3,-30276.69140625,644.38525390625,2577.541015625,0.0,,,,,,,,,,,,,,
wideband_pgd,4,-33923.98828125,722.00390625,2888.015625,0.0,,,,,,,,,,,,,,
budgeted_primal_dual_pgd,1,-457.56622314453125,58.405670166015625,233.6226806640625,1.3245476715439963e-08,0.9199998378753662,2.076672077178955,,,,,,,,,,,,
budgeted_primal_dual_pgd,2,-9767.1728515625,1221.9849853515625,4887.93994140625,0.0,1.239999771118164,3.203327178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd,3,-7216.1435546875,901.544921875,3606.1796875,0.0,1.5599998235702515,4.8033270835876465,,,,,,,,,,,,
budgeted_primal_dual_pgd,4,-7652.638671875,955.2382202148438,3820.952880859375,0.0,1.8799998760223389,6.403326988220215,,,,,,,,,,,,
budgeted_primal_dual_pgd,5,-7582.70263671875,945.503173828125,3782.0126953125,0.0,2.1999995708465576,8.003326416015625,,,,,,,,,,,,
budgeted_primal_dual_pgd,6,-7604.41455078125,947.1654663085938,3788.661865234375,0.0,2.5199997425079346,9.603326797485352,,,,,,,,,,,,
budgeted_primal_dual_pgd,7,-7608.81396484375,946.4535522460938,3785.814208984375,0.0,2.8399999141693115,11.203327178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd,8,-7620.5556640625,946.9170532226562,3787.668212890625,0.0,3.200831890106201,12.803327560424805,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,1,-457.56622314453125,58.405670166015625,233.6226806640625,1.3245476715439963e-08,0.9199998378753662,2.076672077178955,8.0,0.8366666436195374,0.019999999552965164,1.0,0.01026561576873064,-0.004999876022338867,,,,,,
budgeted_primal_dual_pgd_repair,2,-9767.1728515625,1221.9849853515625,4887.93994140625,0.0,1.239999771118164,3.203327178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,3,-7216.1435546875,901.544921875,3606.1796875,0.0,1.5599998235702515,4.8033270835876465,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,4,-7652.638671875,955.2382202148438,3820.952880859375,0.0,1.8799998760223389,6.403326988220215,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,5,-7582.70263671875,945.503173828125,3782.0126953125,0.0,2.1999995708465576,8.003326416015625,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,6,-7604.41455078125,947.1654663085938,3788.661865234375,0.0,2.5199997425079346,9.603326797485352,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,7,-7608.81396484375,946.4535522460938,3785.814208984375,0.0,2.8399999141693115,11.203327178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,8,-7620.5556640625,946.9170532226562,3787.668212890625,0.0,3.200831890106201,12.803327560424805,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,9,-9521.029296875,947.009521484375,3788.0380859375,0.0,4.635207176208496,18.540828704833984,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,10,-12525.0205078125,1244.4200439453125,4977.68017578125,0.0,6.069581985473633,24.27832794189453,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,11,-12177.43359375,1206.72900390625,4826.916015625,0.0,7.5039567947387695,30.015827178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,1,-457.56622314453125,58.405670166015625,233.6226806640625,1.3245476715439963e-08,0.9199998378753662,2.076672077178955,8.0,0.8366666436195374,0.019999999552965164,1.0,0.01026561576873064,-0.004999876022338867,0.8333333134651184,0.999755859375,0.999755859375,0.0,1.0,-0.004999876022338867
budgeted_primal_dual_pgd_repair_recover,2,-9767.1728515625,1221.9849853515625,4887.93994140625,0.0,1.239999771118164,3.203327178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,3,-7216.1435546875,901.544921875,3606.1796875,0.0,1.5599998235702515,4.8033270835876465,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,4,-7652.638671875,955.2382202148438,3820.952880859375,0.0,1.8799998760223389,6.403326988220215,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,5,-7582.70263671875,945.503173828125,3782.0126953125,0.0,2.1999995708465576,8.003326416015625,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,6,-7604.41455078125,947.1654663085938,3788.661865234375,0.0,2.5199997425079346,9.603326797485352,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,7,-7608.81396484375,946.4535522460938,3785.814208984375,0.0,2.8399999141693115,11.203327178955078,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,8,-7620.5556640625,946.9170532226562,3787.668212890625,0.0,3.200831890106201,12.803327560424805,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,9,-9521.029296875,947.009521484375,3788.0380859375,0.0,4.635207176208496,18.540828704833984,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,10,-12525.0205078125,1244.4200439453125,4977.68017578125,0.0,6.069581985473633,24.27832794189453,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,11,-12177.43359375,1206.72900390625,4826.916015625,0.0,7.5039567947387695,30.015827178955078,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,1,6.871294975280762,58.405670166015625,233.6226806640625,1.3245476715439963e-08,1.8027759790420532,7.211103916168213,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,2,-1443.928955078125,144.84747314453125,579.389892578125,0.0,4.266299724578857,17.06519889831543,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,3,-74.53448486328125,125.80924987792969,503.23699951171875,0.0,7.72052001953125,30.882080078125,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,4,-2003.207275390625,125.5582275390625,502.23291015625,0.0,8.433761596679688,33.73504638671875,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,5,-6105.296875,1813.447021484375,7253.7880859375,0.0,13.711785316467285,54.84714126586914,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,6,-299.6739501953125,1764.5811767578125,7058.32470703125,0.0,14.121633529663086,56.486534118652344,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,7,-298.4161376953125,314.0936279296875,1256.37451171875,0.0,23.137422561645508,92.54969024658203,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,8,-1051.8555908203125,58.873939514160156,235.49575805664062,0.0,25.274438858032227,101.0977554321289,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,1,6.871294975280762,58.405670166015625,233.6226806640625,1.3245476715439963e-08,1.8027759790420532,7.211103916168213,8.0,0.8366666436195374,0.019999999552965164,1.0,0.010240111500024796,-0.004999876022338867,0.8333333134651184,0.999755859375,0.999755859375,0.0,1.0,-0.004999876022338867
rate_recovered_primal_dual_unfolded,2,-1443.928955078125,144.84747314453125,579.389892578125,0.0,4.266299724578857,17.06519889831543,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,3,-74.53448486328125,125.80924987792969,503.23699951171875,0.0,7.72052001953125,30.882080078125,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,4,-2003.207275390625,125.5582275390625,502.23291015625,0.0,8.433761596679688,33.73504638671875,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,5,-6105.296875,1813.447021484375,7253.7880859375,0.0,13.711785316467285,54.84714126586914,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,6,-299.6739501953125,1764.5811767578125,7058.32470703125,0.0,14.121633529663086,56.486534118652344,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,7,-298.4161376953125,314.0936279296875,1256.37451171875,0.0,23.137422561645508,92.54969024658203,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,8,-1051.8555908203125,58.873939514160156,235.49575805664062,0.0,25.274438858032227,101.0977554321289,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,9,-570.7393798828125,7.893120765686035,31.57248306274414,0.0,26.70881462097168,106.83525848388672,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,10,-15413.0048828125,1488.823974609375,5955.2958984375,0.0,28.143190383911133,112.57276153564453,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,11,-12349.9267578125,1179.512451171875,4718.0498046875,0.0,29.577566146850586,118.31026458740234,,,,,,,,,,,,
risk_neutral_pgd,1,13.157971382141113,1995.3255615234375,7164.345703125,0.0,,,,,,,,,,,,,,
risk_neutral_pgd,2,20.958269119262695,2192.930908203125,8061.39501953125,0.0,,,,,,,,,,,,,,
risk_neutral_pgd,3,17.108938217163086,1092.9298095703125,3717.86767578125,0.0,,,,,,,,,,,,,,
risk_neutral_pgd,4,15.683418273925781,887.9161376953125,2941.026123046875,0.0,,,,,,,,,,,,,,
wideband_pgd,1,-23329.16015625,648.3888549804688,1701.9515380859375,1.3245476715439963e-08,,,,,,,,,,,,,,
wideband_pgd,2,-823198.625,23879.83203125,58126.98828125,0.0,,,,,,,,,,,,,,
wideband_pgd,3,-505680.4375,14866.02734375,35337.72265625,0.0,,,,,,,,,,,,,,
wideband_pgd,4,-577818.4375,16919.0,40505.22265625,0.0,,,,,,,,,,,,,,
budgeted_primal_dual_pgd,1,-3403.617919921875,648.3888549804688,1701.9515380859375,1.3245476715439963e-08,1.7999989986419678,3.6562345027923584,,,,,,,,,,,,
budgeted_primal_dual_pgd,2,-92627.0625,11767.2529296875,46309.609375,0.0,2.5854623317718506,5.256234169006348,,,,,,,,,,,,
budgeted_primal_dual_pgd,3,-67631.21875,8676.9814453125,33801.00390625,0.0,3.5281100273132324,6.856234073638916,,,,,,,,,,,,
budgeted_primal_dual_pgd,4,-71869.8203125,9170.4169921875,35907.12890625,0.0,4.728109836578369,8.456233978271484,,,,,,,,,,,,
budgeted_primal_dual_pgd,5,-71126.0390625,9050.5361328125,35523.13671875,0.0,5.928110122680664,10.056234359741211,,,,,,,,,,,,
budgeted_primal_dual_pgd,6,-71278.765625,9128.056640625,35591.9140625,0.0,6.998330116271973,11.656234741210938,,,,,,,,,,,,
budgeted_primal_dual_pgd,7,-71285.1875,9082.3427734375,35579.828125,0.0,8.198330879211426,13.256235122680664,,,,,,,,,,,,
budgeted_primal_dual_pgd,8,-71313.1640625,9074.65234375,35581.73046875,0.0,9.398330688476562,14.85623550415039,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,1,-3403.617919921875,648.3888549804688,1701.9515380859375,1.3245476715439963e-08,1.7999989986419678,3.6562345027923584,8.0,0.9181879162788391,0.019999999552965164,1.0,0.001093295868486166,-0.005000114440917969,,,,,,
budgeted_primal_dual_pgd_repair,2,-92627.0625,11767.2529296875,46309.609375,0.0,2.5854623317718506,5.256234169006348,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,3,-67631.21875,8676.9814453125,33801.00390625,0.0,3.5281100273132324,6.856234073638916,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,4,-71869.8203125,9170.4169921875,35907.12890625,0.0,4.728109836578369,8.456233978271484,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,5,-71126.0390625,9050.5361328125,35523.13671875,0.0,5.928110122680664,10.056234359741211,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,6,-71278.765625,9128.056640625,35591.9140625,0.0,6.998330116271973,11.656234741210938,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,7,-71285.1875,9082.3427734375,35579.828125,0.0,8.198330879211426,13.256235122680664,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,8,-71313.1640625,9074.65234375,35581.73046875,0.0,9.398330688476562,14.85623550415039,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,9,-89126.1171875,9065.9345703125,35581.5546875,0.0,13.701455116271973,20.593734741210938,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,10,-117060.1875,11699.19140625,46755.55859375,0.0,16.367368698120117,26.331233978271484,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,11,-113618.9765625,11341.62109375,45336.6328125,0.0,19.965274810791016,32.06873321533203,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,1,-3403.617919921875,648.3888549804688,1701.9515380859375,1.3245476715439963e-08,1.7999989986419678,3.6562345027923584,8.0,0.9181879162788391,0.019999999552965164,1.0,0.001093295868486166,-0.005000114440917969,0.75,0.999755859375,0.999755859375,0.0,1.0,-0.005000114440917969
budgeted_primal_dual_pgd_repair_recover,2,-92627.0625,11767.2529296875,46309.609375,0.0,2.5854623317718506,5.256234169006348,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,3,-67631.21875,8676.9814453125,33801.00390625,0.0,3.5281100273132324,6.856234073638916,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,4,-71869.8203125,9170.4169921875,35907.12890625,0.0,4.728109836578369,8.456233978271484,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,5,-71126.0390625,9050.5361328125,35523.13671875,0.0,5.928110122680664,10.056234359741211,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,6,-71278.765625,9128.056640625,35591.9140625,0.0,6.998330116271973,11.656234741210938,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,7,-71285.1875,9082.3427734375,35579.828125,0.0,8.198330879211426,13.256235122680664,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,8,-71313.1640625,9074.65234375,35581.73046875,0.0,9.398330688476562,14.85623550415039,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,9,-89126.1171875,9065.9345703125,35581.5546875,0.0,13.701455116271973,20.593734741210938,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,10,-117060.1875,11699.19140625,46755.55859375,0.0,16.367368698120117,26.331233978271484,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,11,-113618.9765625,11341.62109375,45336.6328125,0.0,19.965274810791016,32.06873321533203,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,1,8.019527435302734,648.3888549804688,1701.9515380859375,1.3245476715439963e-08,5.126459121704102,6.835643768310547,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,2,-77514.375,8140.55712890625,32530.107421875,0.0,9.427504539489746,16.130584716796875,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,3,-327.3924560546875,7377.50927734375,29479.162109375,0.0,15.44240665435791,29.14752769470215,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,4,-105058.390625,7342.7109375,29340.134765625,0.0,16.712799072265625,31.89718246459961,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,5,-54847.23046875,16529.865234375,65651.921875,0.0,25.910947799682617,51.8221435546875,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,6,-917.835693359375,16364.626953125,65448.94921875,0.0,26.722211837768555,53.444671630859375,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,7,-429.9995422363281,1485.1729736328125,5940.38037109375,0.0,35.806583404541016,87.65225219726562,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,8,-10220.4599609375,1081.254150390625,3826.39013671875,0.0,39.85285186767578,95.74478912353516,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,1,8.019527435302734,648.3888549804688,1701.9515380859375,1.3245476715439963e-08,5.126459121704102,6.835643768310547,8.0,0.9033966064453125,0.019999999552965164,1.0,0.0007333843968808651,-0.005000054836273193,0.75,0.999755859375,0.999755859375,0.0,1.0,-0.005000054836273193
rate_recovered_primal_dual_unfolded,2,-77514.375,8140.55712890625,32530.107421875,0.0,9.427504539489746,16.130584716796875,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,3,-327.3924560546875,7377.50927734375,29479.162109375,0.0,15.44240665435791,29.14752769470215,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,4,-105058.390625,7342.7109375,29340.134765625,0.0,16.712799072265625,31.89718246459961,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,5,-54847.23046875,16529.865234375,65651.921875,0.0,25.910947799682617,51.8221435546875,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,6,-917.835693359375,16364.626953125,65448.94921875,0.0,26.722211837768555,53.444671630859375,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,7,-429.9995422363281,1485.1729736328125,5940.38037109375,0.0,35.806583404541016,87.65225219726562,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,8,-10220.4599609375,1081.254150390625,3826.39013671875,0.0,39.85285186767578,95.74478912353516,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,9,-2224.16357421875,228.74478149414062,578.6099243164062,0.0,42.72160339355469,101.48229217529297,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,10,-208725.328125,20809.138671875,83153.4296875,0.0,45.590354919433594,107.21979522705078,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,11,-165610.203125,16474.59375,65883.625,0.0,48.4591064453125,112.9572982788086,,,,,,,,,,,,
